X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,Latitude,Longitude,CDPHE_HFEMS_Licensed,Operating_Status,Date_Data_Updated,Source
-105.022443,40.408197,1467,17F492,COMPASSUS - GREATER DENVER,161,All Other Factypes,Hospice,Hospice (Certified),HOSPICE,0,970-236-4776,LARIMER,"3760 E 15TH ST, STE 201 LOVELAND, CO 80538",40.408197,-105.022442999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.80201,38.9495240000001,1468,18J419,COMPLETE CARE COLORADO SPRINGS,SI1,All Other Factypes,Freestanding Emergency Department,FREESTANDING EMERGENCY DEPARTMENT,FSED,13,719-203-3300,EL PASO,"8115 VOYAGER PKWY, COLORADO SPRINGS, CO 80920-1562",38.9495239999999,-104.802009999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.710632,39.629578,1469,10CV6N,COMPLETE CARE COUNSELING AGENCY,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,720-500-5606,ARAPAHOE,"4786 S BUCHANAN ST, AURORA, CO 80016",39.629578,-104.710632,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.710632,39.629578,1470,10Y386,COMPLETE CARE COUNSELING AGENCY,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-440-0574,ARAPAHOE,"4786 S BUCHANAN ST, AURORA, CO 80016",39.629578,-104.710632,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.118523,40.147385,1471,10R497,COMPLETE HOME HEALTH CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-457-3200,BOULDER,"1500 KANSAS AVE UNIT A-B, LONGMONT, CO 80501",40.147385,-105.118522999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.757202,38.8776930000001,1472,10D919,COMPLETE HOME HEALTH CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-599-7902,EL PASO,"3204 N ACADEMY BLVD #320, COLORADO SPRINGS, CO 80917",38.877693,-104.757202,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.619904,38.3205150000001,1473,10R125,COMPLETE HOME HEALTH CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-546-2610,PUEBLO,"805 EAGLERIDGE BLVD  STE 160, PUEBLO, CO 81008",38.320515,-104.619904,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.118523,40.147385,1474,04R744,COMPLETE HOME HEALTH CARE LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,720-457-3200,BOULDER,"1500 KANSAS AVE UNIT A-B, LONGMONT, CO 80501",40.147385,-105.118522999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.619904,38.3205150000001,1475,04R267,COMPLETE HOME HEALTH CARE LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,719-546-2610,PUEBLO,"805 EAGLERIDGE BLVD #160, PUEBLO, CO 81006",38.320515,-104.619904,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.904633,39.653015,1476,04TJPJ,COMPLEX HOME CARE SOLUTION,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,DENVER,"7200 E HAMPDEN AVE STE 101, DENVER, CO 80224",39.653015,-104.904633,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.904633,39.653015,1477,04E4V5,COMPLEX HOME CARE SOLUTION,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,303-953-2309,DENVER,"7200 E HAMPDEN AVE STE 101, DENVER, CO 80224",39.653015,-104.904633,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.899796,39.662384,1478,04HR9K,COMPREHENSIVE COMMUNITY BASED SERVICES LLC,05F,Home Care Agency,Home Health,Home Care Agency-Intellectually and Developmentally Disabled (Medicaid),HCA-IDD,0,720-298-3990,DENVER,"3041 S ROSEMARY ST, DENVER, CO 80231",39.662384,-104.899795999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.899796,39.662384,1479,10F820,"COMPREHENSIVE COMMUNITY BASED SERVICES, LLC",S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-671-6042,DENVER,"3041 S  ROSEMARY ST, DENVER, CO 80231",39.662384,-104.899795999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.937258,37.166839,1480,101014,CONEJOS COUNTY NURSING SERVICE,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-274-4307,CONEJOS,"19023 HIGHWAY S, LA JARA, CO 81140",37.166839,-105.937258,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.112534,40.561115,1481,10A7AD,CONNECT GROW THRIVE,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,970-484-9005,LARIMER,"2065 BENNINGTON CIR, FORT COLLINS, CO 80526",40.561115,-105.112533999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.112534,40.561115,1482,10F533,CONNECT GROW THRIVE,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-484-9005,LARIMER,"2065 BENNINGTON CIR, FORT COLLINS, CO 80526",40.561115,-105.112533999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.860069,39.6652570000001,1483,0431YV,CONNECTING HEARTS HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-238-4072,ARAPAHOE,"2851 S PARKER RD STE 904, AURORA, CO 80014",39.6652569999999,-104.860068999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.141182,40.1789400000001,1484,10JNW1,CONSCIOUS RESOURCES LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-204-0024,BOULDER,"1144 PRINCETON DR, LONGMONT, CO 80503",40.1789399999999,-105.141182,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.084732,40.398148,1485,10K248,"CONSIDERATE CARE, LLC",S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-689-2836,LARIMER,"655 SHERIDAN AVE, LOVELAND, CO 80537",40.3981479999999,-105.084732,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.831085,38.7859760000001,1486,2305FX,CONSTANT CARE III LOMA LINDA,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,8,719-660-6826,EL PASO,"19 LOMA LINDA DR, COLORADO SPRINGS, CO 80906",38.7859759999999,-104.831085,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.828163,38.799606,1487,2305U1,CONSTANT CARE IV WOODBURN,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,8,719-660-6826,EL PASO,"2402 WOODBURN ST, COLORADO SPRINGS, CO 80906",38.7996059999999,-104.828163,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.834595,38.804092,1488,2305T2,CONSTANT CARE V CHEYENNE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,8,719-660-6826,EL PASO,"427 W CHEYENNE RD, COLORADO SPRINGS, CO 80906",38.8040919999999,-104.834594999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.742386,38.8649600000001,1489,2305RA,CONSTANT CARE VI OAKRIDGE,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,6,719-660-6826,EL PASO,"2204 OAKRIDGE LN, COLORADO SPRINGS, CO 80915",38.86496,-104.742385999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.062759,39.7118990000001,1490,10IO14,CONSULTANTS FOR CHILDREN INC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,720-272-1289,JEFFERSON,"265 SOUTH HARLAN STREET, LAKEWOOD, CO 80226",39.711899,-105.062759,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.062759,39.7118990000001,1491,10X100,CONSULTANTS FOR CHILDREN INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-272-1289,JEFFERSON,"265 S HARLAN ST, LAKEWOOD, CO 80226",39.711899,-105.062759,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,1492,04K151,CONTINENTAL HOME HEALTH INC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-495-8872,ARAPAHOE,"1450 S HAVANA ST  STE 440, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,1493,04X292,CONTINENTAL HOME HEALTH INC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-495-8872,ARAPAHOE,"1450 S HAVANA ST  STE 440, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,1494,04Q646,CONTINENTAL HOME HEALTH INC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,720-495-8872,ARAPAHOE,"1450 S HAVANA ST  SUITE 440, AURORA, CO 80012",39.6901859999999,-104.865791,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.865791,39.690186,1495,10X800,CONTINENTAL HOME HEALTH INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-603-4184,ARAPAHOE,"1450 S HAVANA STREET SUITE 808, AURORA, CO 80012",39.6901859999999,-104.865791,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.033333,39.559357,1496,23A843,CONTINUING CARE AT WIND CREST,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,108,303-876-8349,DOUGLAS,"3420 MILL VISTA ROAD, HIGHLANDS RANCH, CO 80129",39.5593569999999,-105.033332999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.033333,39.559357,1497,02H136,CONTINUING CARE AT WIND CREST,023,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF (Medicare Only),SNF,44,303-876-8349,DOUGLAS,"3420 MILL VISTA RD, HIGHLANDS RANCH, CO 80129-",39.5593569999999,-105.033332999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.079033,39.649769,1498,10E417,CONTINUUM AUTISM SPECTRUM ALLIANCE,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-225-7673,JEFFERSON,"7220 W JEFFERSON AVE STE 202, LAKEWOOD, CO 80235",39.6497689999999,-105.079032999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.821053,39.682037,1499,10YH1B,CONTINUUM OF COLORADO,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,303-214-3370,ARAPAHOE,"14280 EAST JEWELL AVE, SUITE B, AURORA, CO 80012",39.682037,-104.821053,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.821053,39.682037,1500,04I971,CONTINUUM OF COLORADO,05F,Home Care Agency,Home Health,Home Care Agency-Intellectually and Developmentally Disabled (Medicaid),HCA-IDD,0,303-214-3370,ARAPAHOE,"14280 E JEWELL AVE, AURORA, CO 80012",39.682037,-104.821053,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.821053,39.682037,1501,10J821,CONTINUUM OF COLORADO,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-214-3200,ARAPAHOE,"14280 EAST JEWELL AVE, SUITE B, AURORA, CO 80012",39.682037,-104.821053,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.756889,38.878387,1502,061948,CONVENIENT CARE CENTER,211,All Other Factypes,Federally Qualified Health Center,Federally Qualified Health Center,FQHC,0,719-344-6558,EL PASO,"3205 NORTH ACADEMY BLVD, SUITE 100, COLORADO SPRINGS, CO 80917",38.8783869999999,-104.756889,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.00267,39.752731,1503,04M227,CORAM CVS/SPECIALTY INFUSION SERVICES,05B,Home Health Agency,Home Health,Home Health Agency (Not Cert Eligible),HHA-LNCE,0,505-366-3673,DENVER,"1550 WEWATTA ST, DENVER, CO 80202",39.7527309999999,-105.002669999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.076286,39.883316,1504,16J1QN,CORNERSTONE SURGICAL SUITES LLC,151,All Other Factypes,Surgery or Transplant,Ambulatory Surgical Center (Certified),ASC,0,303-339-4056,JEFFERSON,"7237 CHURCH RANCH BLVD UNIT  408, WESTMINSTER, CO 80021",39.883316,-105.076285999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.577026,37.348797,1505,1212SP,CORTEZ DIALYSIS CENTER,091,All Other Factypes,End Stage Renal Disease,End Stage Renal Disease Facility (Certified),ESRD,18,970-565-4302,MONTEZUMA,"610 E MAIN ST STE C, CORTEZ, CO 81321-3308",37.3487969999999,-108.577026,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.427406,37.197281,1506,101016,COSTILLA COUNTY PUBLIC HEALTH AGENCY,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-672-3332,COSTILLA,"233 MAIN ST STE C, SAN LUIS, CO 81152",37.1972809999999,-105.427406,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.988953,39.6577340000001,1507,10Q847,COTTONWOOD COMMUNITY ALTERNATIVES INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-761-6487,ARAPAHOE,"3255 SOUTH ACOMA ST, ENGLEWOOD, CO 80110",39.6577339999999,-104.988952999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.589951,39.3611970000001,1508,10D512,COTTONWOOD COMMUNITY ALTERNATIVES INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-761-6487,ELBERT,"133 COUNTY RD 17 STE D-2A, ELIZABETH, CO 80107",39.3611969999999,-104.589950999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-107.818375,37.2390750000001,1509,02E994,COTTONWOOD REHABILITATION AND HEALTHCARE CENTER,023,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF (Medicare Only),SNF,40,970-516-1404,LA PLATA,"450 PROSPECTOR AVE, DURANGO, CO 81301-7940",37.239075,-107.818375,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-103.720039,38.0434230000001,1510,23X372,COTTONWOOD RIDGE,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,32,719-254-3667,OTERO,"1122 SOUTH 12TH ST, ROCKY FORD, CO 81067",38.0434229999999,-103.720039,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.634926,39.4879800000001,1511,23040Q,COUNTRY HOME,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,8,303-840-1986,ELBERT,"1425 DEBBI CIRCLE, PARKER, CO 80138",39.48798,-104.634925999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.089111,40.397976,1512,230369,"COURTYARD OF LOVELAND, THE",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,44,970-667-3342,LARIMER,"605 CALIFORNIA AVE, LOVELAND, CO 80537",40.397976,-105.089111,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.891335,39.6967090000001,1513,23X801,"COURTYARDS AT MOUNTAIN VIEW, THE",SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,178,419-247-2800,DENVER,"8101 E MISSISSIPPI AVE, DENVER, CO 80247",39.6967089999999,-104.891334999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.084549,39.8638800000001,1514,230432,COVENANT LIVING ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,60,303-515-6370,JEFFERSON,"9221 WADSWORTH PARKWAY, WESTMINSTER, CO 80021",39.86388,-105.084548999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.778923,38.8051610000001,1515,10K403,CRAFT CARE,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-306-9596,EL PASO,"2049 LEGACY RIDGE VIEW #105, COLORADO SPRINGS, CO 80910",38.8051609999999,-104.778923,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.253532,40.0176960000001,1516,04A287,CRAFT HOME HEALTH,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-274-5974,BOULDER,"1790 30TH ST  STE 101E, BOULDER, CO 80301",40.017696,-105.253532,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.244749,40.0155780000001,1517,04R288,CRAFT HOME HEALTH,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-274-5974,BOULDER,"1650 38TH ST 101 E, BOULDER, CO 80301",40.0155779999999,-105.244748999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.244896,40.015808,1518,04P256,CRAFT HOME HEALTH,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,720-274-5974,BOULDER,"1650 38TH ST  STE 101E, BOULDER, CO 80301",40.015808,-105.244895999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.244896,40.015808,1519,10P689,CRAFT HOME HEALTH,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-274-5974,BOULDER,"1650 38TH ST, STE 101E, BOULDER, CO 80301",40.015808,-105.244895999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.244687,40.0155800000001,1520,170V4R,CRAFT HOSPICE LLC,161,All Other Factypes,Hospice,Hospice (Certified),HOSPICE,0,720-274-5974,BOULDER,"1650 38TH ST, STE 101E BOULDER, CO 80301",40.01558,-105.244686999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.97834,39.6547660000001,1521,010435,CRAIG HOSPITAL,015,Hospital,Hospital,Long Term Hospital,HOSP-LT,93,303-789-8000,ARAPAHOE,"3425 S CLARKSON ST, ENGLEWOOD, CO 80113-2811",39.654766,-104.97834,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.001053,39.8572310000001,1522,23JNWI,CRC HAP,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,10,303-853-3772,ADAMS,"8801 LIPAN STREET, THORNTON, CO, CO 80260",39.8572309999999,-105.001052999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.737122,39.6097720000001,1523,10NO22,CREATIVE PERSONAL CARE SERVICES LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,303-903-5573,ARAPAHOE,"21622 E ALAMO PL, AURORA, CO 80015",39.609772,-104.737121999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.737122,39.6097720000001,1524,10B941,CREATIVE PERSONAL CARE SERVICES LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-903-5573,ARAPAHOE,"21622 E ALAMO PL, AURORA, CO 80015",39.609772,-104.737121999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.844574,39.661751,1525,1021ZM,CREATIVE REMEDIES LLC,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,720-780-0111,ARAPAHOE,"12341 E CORNELL AVE, AURORA, CO 80014",39.661751,-104.844573999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.844574,39.661751,1526,10KM4G,CREATIVE REMEDIES LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,972-979-4615,ARAPAHOE,"12341 E CORNELL AVE #18, AURORA, CO 80014",39.661751,-104.844573999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-106.926086,37.8461610000001,1527,07C489,CREEDE FAMILY PRACTICE OF RIO GRANDE HOSPITAL,121,All Other Factypes,Clinic,Rural Health Clinic,RHC,0,719-658-0929,MINERAL,"802 RIO GRANDE AVENUE, CREEDE, CO 81130",37.846161,-106.926085999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.790962,39.578335,1528,10Q560,CREEKSIDE AGENCY,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-255-1157,ARAPAHOE,"7631 S PAGOSA CT, CENTENNIAL, CO 80016",39.578335,-104.790961999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.059937,40.5635070000001,1529,230320,CREEKSIDE VILLAGE ASSISTED LIVING LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,62,970-494-3253,LARIMER,"1000 E STUART ST, FORT COLLINS, CO 80525",40.563507,-105.059937,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.059937,40.5635070000001,1530,020372,CREEKSIDE VILLAGE REHABILITATION AND NURSING LLC,021,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Dual Certification,SNF/NF,120,970-482-5712,LARIMER,"1000 E STUART ST, FORT COLLINS, CO 80525",40.563507,-105.059937,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.912987,39.7006030000001,1531,020497,CRESTMOOR CARE CENTER,022,Nursing Facilities,Nursing Home/Skilled Nursing Facility,SNF/NF Distinct Part,S/NF DP,108,303-321-3110,DENVER,"895 S MONACO PKWY, DENVER, CO 80224-1501",39.700603,-104.912987,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.994827,39.8708340000001,1532,2304H0,CRESTONE PLACE ASSISTED LIVING,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,10,303-427-1386,ADAMS,"621 W 96TH AVE, THORNTON, CO 80260",39.870834,-104.994827,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.0495,38.7440490000001,1533,23R567,CROSSROADS AT DELTA ALF,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,49,970-874-1421,DELTA,"1380 ASPEN WAY, DELTA, CO 81416",38.7440489999999,-108.049499999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.049355,38.744091,1534,23Z699,CROSSROADS AT DELTA MEMORY,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,48,970-874-1421,DELTA,"1379 ASPEN WAY, DELTA, CO 81416",38.7440909999999,-108.049355,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.089653,39.682289,1535,23T750,CROSSROADS AT LAKEWOOD,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,55,720-925-5569,JEFFERSON,"8201 W JEWELL AVE, LAKEWOOD, CO 80232",39.6822889999999,-105.089652999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.980713,39.903084,1536,2304MZ,CROSSROADS AT NORTHGLENN ALF,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,100,303-252-1118,ADAMS,"451 MALLEY DR, NORTHGLENN, CO 80233",39.903084,-104.980712999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.680029,39.5778020000001,1537,10LAFD,CROSSROADS COLORADO LTC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-477-0505,ARAPAHOE,"7856 S PATSBURG WAY, AURORA, CO 80016",39.5778019999999,-104.680029,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
